name,ra,dec,trigger_time,t90,t90_error,t90_start,fluence,fluence_error,flux_1024,flux_1024_error,flux_1024_time,flux_64,flux_64_error,trigger_name,t50,t50_error,t50_start,cut_t90,relative_peak_time,relative_peak_time_error,cut_peak_time,t50_t90,t50_t90_error,cut_duration_ratio,cut_flux64,cut_dec,passes_all_cuts
GRB181126162,80.58,18.71,58448.161693865,1.664,0.453,-1.472,4.831599999999999e-07,3.1581e-08,1.5117,0.2185,-0.768,7.404,1.0236,bn181126162,1.152,0.181,-1.152,True,0.19230769230769235,0.05235299556213019,True,0.6923076923076923,0.2176075087714774,True,True,True,True
GRB140105748,252.88,19.03,56662.747600023,0.576,0.716,-0.192,1.303e-07,2.1942e-08,2.4291,0.2362,-0.256,4.8626,1.0805,bn140105748,0.384,0.231,-0.064,True,0.22222222222222224,0.2762345679012346,True,0.6666666666666667,0.9206433874932324,True,True,True,True
GRB180525151,103.29,19.93,58263.151378266,0.544,0.689,-0.064,1.4069e-07,1.4025e-08,1.3229,0.186,-0.128,8.9971,1.066,bn180525151,0.096,0.115,-0.032,True,0.058823529411764705,0.07450259515570933,True,0.1764705882352941,0.3076433757513047,True,True,True,True
GRB150721431,251.6,20.06,57224.431324621,0.32,0.181,-0.064,1.2084e-07,1.568e-08,1.3535,0.2447,-0.256,5.948,1.3672,bn150721431,0.192,0.202,-0.064,True,0.0,0.0,True,0.6,0.7166951605285193,True,True,True,True
GRB150412931,220.26,20.13,57124.93097456,0.64,0.861,-0.448,4.1528e-07,2.9661e-08,1.6511,0.2027,-0.192,4.9471,0.9535,bn150412931,0.256,0.143,-0.128,True,0.5,0.67265625,True,0.4,0.5826687155075773,True,True,True,True
GRB140224382,2.7800000000000002,20.37,56712.382143133,2.304,2.111,-0.512,6.5848e-07,4.2604e-08,4.0912,0.3016,-0.448,8.8097,1.353,bn140224382,1.024,1.056,0.0,True,0.22222222222222224,0.2036072530864198,True,0.4444444444444445,0.6131012138970483,True,True,True,True
GRB170325331,127.483,20.526,57837.331227327,0.576,0.326,-0.064,2.5747e-07,1.2379000000000001e-08,2.1362,0.2126,-0.32,8.0745,1.2088,bn170325331,0.128,0.091,0.0,True,0.11111111111111112,0.06288580246913582,True,0.22222222222222224,0.2019359005049895,True,True,True,True
GRB210912522,338.28,21.11,59469.521924672,2.56,5.184,-2.816,1.7788e-07,3.4572e-08,1.5454,0.187,-1.984,3.7043,1.1055,bn210912522,1.28,1.28,-2.048,True,0.29999999999999993,0.6074999999999998,True,0.5,1.1292281656069334,True,True,True,True
GRB200818998,207.61,22.12,59079.998128904,4.096,1.864,-4.352,6.721899999999999e-07,4.8559000000000005e-08,3.1861,0.2688,-2.752,5.2615,1.3985,bn200818998,2.048,1.145,-3.584,True,0.18750000000000006,0.08532714843750003,True,0.5,0.36044029239256176,True,True,True,True
GRB151024179,232.86,22.95,57319.179092135,4.608,2.36,-3.072,2.7879e-07,2.0322e-08,1.5156,0.1866,-0.512,3.5067,1.1285,bn151024179,1.792,0.362,-1.536,True,0.33333333333333337,0.17071759259259262,True,0.38888888888888895,0.21410375697595904,True,True,True,True
GRB150715136,157.26,23.57,57218.135742932,0.384,0.181,-0.192,5.2553e-07,1.9144000000000003e-08,1.5748,0.1693,-0.192,4.5781,0.8813,bn150715136,0.192,0.091,-0.064,True,0.3333333333333333,0.15711805555555555,True,0.5,0.33421970774108267,True,True,True,True
GRB170803172,76.5,23.97,57968.171710044,6.656,3.338,-0.768,3.3560999999999997e-07,3.3008999999999995e-08,2.4425,0.195,-1.024,4.9458,1.3506,bn170803172,4.096,1.448,-0.256,True,0.07692307692307693,0.03857710798816569,True,0.6153846153846154,0.37758645958202364,True,True,True,True
GRB171008080,232.59,24.02,58034.079616833,1.472,1.537,-1.024,1.1212e-07,3.5789e-08,1.8452,0.4384,-0.448,7.0458,2.3352,bn171008080,0.384,0.64,-0.128,True,0.6086956521739131,0.6355741965973536,True,0.2608695652173913,0.5130610609085349,True,True,True,True
GRB140819160,287.49,24.1,56888.160024714,6.656,3.665,-0.512,3.356e-07,2.5916e-08,4.7951,0.2028,-0.576,10.9489,1.4063,bn140819160,4.352,2.111,-0.256,True,0.038461538461538464,0.021178115754437874,True,0.653846153846154,0.47980098679229266,True,True,True,True
GRB140501139,171.88,24.64,56778.138673675,0.256,0.63,-0.128,2.0736999999999998e-07,1.9305e-08,0.9239,0.1968,-0.448,5.6356,1.2761,bn140501139,0.064,0.091,-0.064,True,0.25,0.6152343750000001,True,0.25,0.7105430095414373,True,True,True,True
GRB180418281,170.121,24.9328,58226.28062826,2.56,0.202,-0.064,5.8969e-07,9.7225e-09,4.9001,0.2628,-0.064,7.5584,1.1389,bn180418281,0.512,0.091,0.064,True,0.05,0.0039453125,True,0.2,0.03889252079549647,True,True,True,True
GRB140831215,280.37,25.64,56900.214597868,0.704,1.18,-0.384,5.7882e-08,1.9431e-08,1.1921,0.3126,-0.576,3.3378,1.3762,bn140831215,0.192,0.453,-0.192,True,0.27272727272727276,0.4571280991735538,True,0.27272727272727276,0.7893126599872934,True,True,True,True
GRB141208632,359.26,26.44,56999.631924993,0.96,0.834,-0.96,1.909e-07,3.7412e-08,2.2652,0.2595,-0.96,6.7821,1.4608,bn141208632,0.576,0.429,-0.64,True,0.3333333333333333,0.28958333333333325,True,0.6,0.6865849023427474,True,True,True,True
GRB171011810,177.04,26.93,58037.810045671,0.48,0.935,-0.448,1.0383e-07,1.4495e-08,0.7683,0.1296,-0.512,4.7832,0.6365,bn171011810,0.064,0.358,-0.128,True,0.6666666666666667,1.2986111111111114,True,0.13333333333333333,0.7897613524522206,True,True,True,True
GRB170504734,292.76,27.64,57877.734386405,0.704,1.139,-0.832,1.2183e-07,2.6731e-08,1.4536,0.3099,-0.96,4.2877,1.227,bn170504734,0.256,0.429,-0.448,True,0.5454545454545454,0.8824896694214877,True,0.36363636363636365,0.8470335873025465,True,True,True,True
GRB180103090,25.4,28.01,58121.089723587,0.016,0.036,-0.016,8.8793e-08,2.2136e-08,1.7765,0.347,-0.512,4.9041,2.3876,bn180103090,0.016,0.045,-0.016,True,0.0,0.0,True,1.0,3.6017573835559773,True,True,True,True
GRB170125022,264.14,28.58,57778.021686389,3.904,1.12,-2.432,2.5114e-07,1.8003e-08,1.3891,0.2128,-1.216,2.6541,0.926,bn170125022,1.6,0.462,-1.6,True,0.21311475409836061,0.06113947863477559,True,0.4098360655737705,0.16681873836605512,True,True,True,True
GRB170101374,157.49,28.9,57754.374003577,2.304,0.689,-0.576,6.2916e-07,4.9052e-08,2.6169,0.2485,-0.384,3.8352,1.2153,bn170101374,1.088,0.32,-0.192,True,0.16666666666666666,0.049840856481481476,True,0.47222222222222227,0.19807073064409278,True,True,True,True
GRB220321282,170.76,28.94,59659.282199098,2.24,1.404,-1.088,4.4291e-07,1.7049e-08,2.2757,0.1977,-0.576,8.2268,1.0296,bn220321282,0.768,0.326,-0.512,True,0.2571428571428572,0.1611734693877551,True,0.3428571428571428,0.25954147451604115,True,True,True,True
GRB141105406,16.91,29.17,56966.406102001,1.28,1.032,-0.064,8.8289e-07,2.6964000000000002e-08,4.6625,0.2499,-0.32,10.3769,1.1571,bn141105406,0.256,0.181,0.128,True,0.15,0.1209375,True,0.2,0.21446978817321216,True,True,True,True
GRB190515190,137.687,29.276,58618.18961962,1.264,0.471,-0.112,1.5425e-07,1.1763000000000001e-08,2.8755,0.1766,-0.256,8.1743,0.8857,bn190515190,0.224,0.091,0.064,True,0.13924050632911392,0.05188471398814292,True,0.17721518987341772,0.09769197423026085,True,True,True,True
GRB170302166,154.25,29.39,57814.165558823,3.84,1.9,-0.768,5.6714e-07,1.6576e-08,4.5943,0.2355,-0.576,6.8015,1.1846,bn170302166,1.472,0.181,-0.32,True,0.11666666666666667,0.05772569444444445,True,0.38333333333333336,0.19543927212940262,True,True,True,True
GRB170714049,18.2,29.54,57948.049202813,0.224,0.396,-0.224,1.4758e-07,1.2298e-08,1.2266,0.1699,-0.256,6.0685,0.7532,bn170714049,0.032,0.045,-0.032,True,0.8571428571428571,1.5153061224489794,True,0.14285714285714285,0.32270723258121264,True,True,True,True
GRB201130230,165.93,29.63,59183.229740183,1.28,0.781,-0.256,3.6982999999999997e-07,5.1653e-08,1.5695,0.2569,-0.512,5.3103,1.1231,bn201130230,0.512,0.345,-0.128,True,0.1,0.061015625000000004,True,0.4,0.3636118791139977,True,True,True,True
GRB160624477,330.191,29.6439,57563.477098988,0.384,0.405,-0.256,3.9236e-07,8.4625e-09,1.7843,0.2171,-0.576,7.4316,1.0184,bn160624477,0.128,0.181,-0.064,True,0.5,0.52734375,True,0.3333333333333333,0.5880229092818389,True,True,True,True
GRB140109771,102.74,29.76,56666.770904637,0.704,0.773,-0.96,1.8886e-07,4.2769000000000004e-08,2.1352,0.3951,-1.088,5.9714,1.7297,bn140109771,0.384,0.528,-0.704,True,0.36363636363636365,0.3992768595041323,True,0.5454545454545455,0.959791395931864,True,True,True,True
GRB180804909,178.76,29.9,58334.909053011,4.608,3.083,-4.096,4.9051e-07,3.6444e-08,1.9015,0.1819,-1.536,3.5356,1.1791,bn180804909,1.28,0.724,-2.048,True,0.4444444444444445,0.2973572530864198,True,0.2777777777777778,0.24336324238090068,True,True,True,True
GRB180123820,124.86,30.0,58141.820020528,0.32,0.932,-0.128,6.2292e-08,1.0878e-08,1.1585,0.1832,-0.448,2.9524,0.9244,bn180123820,0.256,0.231,-0.128,True,0.0,0.0,True,0.8,2.439262904162854,True,True,True,True
GRB180524920,83.75,30.11,58262.920166338,4.096,1.305,-1.792,5.0532e-07,1.8307e-08,1.9578,0.1852,-0.64,2.8703,0.7876,bn180524920,1.28,0.362,-1.024,True,0.1875,0.0597381591796875,True,0.3125,0.13313054211059935,True,True,True,True
GRB200714661,13.73,31.07,59044.661305483,3.328,2.202,-4.608,1.6235999999999998e-07,1.7572e-08,1.7833,0.2268,-3.776,2.5493,0.9036,bn200714661,0.768,0.81,-3.328,True,0.3846153846153846,0.25448409763313606,True,0.23076923076923078,0.28732000871337177,True,True,True,True
GRB181121307,130.95,31.5,58443.306588746,0.256,0.528,-0.32,1.0440999999999999e-07,1.3999e-08,1.1387,0.2415,-0.576,3.361,1.134,bn181121307,0.064,0.181,-0.192,True,0.5,1.0312500000000002,True,0.25,0.8750784702537039,True,True,True,True
GRB150609316,52.26,31.63,57182.316196559,0.256,0.276,-0.24,1.2122e-07,1.6885000000000002e-08,0.721,0.1828,-0.256,4.6326,0.8436,bn150609316,0.016,0.195,-0.032,True,0.8125,0.8759765625000001,True,0.0625,0.764693335607139,True,True,True,True
GRB150923297,316.8,31.82,57288.296946575,0.192,1.462,-0.112,1.1026e-07,2.228e-08,1.7492,0.1951,-0.832,7.7422,1.0298,bn150923297,0.064,0.068,-0.048,True,0.3333333333333333,2.5381944444444446,True,0.3333333333333333,2.5627846311359095,True,True,True,True
GRB150110923,289.36,32.522,57032.922591549,2.56,0.832,-1.024,5.8053e-07,2.9303e-08,2.3288,0.2067,-0.064,3.9462,1.1889,bn150110923,1.152,0.231,-0.32,True,0.27499999999999997,0.08937499999999998,True,0.44999999999999996,0.171846748388326,True,True,True,True
GRB190504678,137.43,33.01,58607.678105479,0.704,0.528,-0.576,1.9432e-07,1.3878e-08,1.6534,0.1953,-0.704,5.0404,1.0374,bn190504678,0.256,0.181,-0.256,True,0.4545454545454545,0.3409090909090909,True,0.36363636363636365,0.37480894323746483,True,True,True,True
GRB200221162,157.1,33.14,58900.161790639,1.728,1.336,-0.576,2.049e-07,2.0867e-08,2.6736,0.3176,-0.576,3.6624,1.4045,bn200221162,0.512,0.32,-0.256,True,0.18518518518518515,0.14317558299039781,True,0.2962962962962963,0.29457024048187636,True,True,True,True
GRB190510430,128.13,33.55,58613.430046804,0.64,0.091,-0.064,1.2457e-06,1.0283e-08,4.2416,0.2138,-0.128,8.8894,0.8451,bn190510430,0.384,0.143,0.064,True,0.2,0.028437499999999998,True,0.6,0.23917052297994415,True,True,True,True
GRB150120123,10.3188,33.9948,57042.123460702,3.328,1.382,-0.64,3.3498e-07,2.1667e-08,2.9511,0.2351,-0.64,4.7869,1.3561,bn150120123,0.576,0.32,-0.256,True,0.11538461538461539,0.047915125739644966,True,0.17307692307692307,0.12004684709783506,True,True,True,True
GRB201105482,314.98,34.5,59158.482284421,0.96,1.056,-0.832,4.9138e-08,1.634e-08,0.9044,0.2458,-0.448,4.0648,1.1403,bn201105482,0.32,0.854,-0.32,True,0.5333333333333333,0.5866666666666667,True,0.33333333333333337,0.9621865470837185,True,True,True,True
GRB150208929,350.67,34.89,57061.928687689,0.128,0.528,-0.128,2.5321e-08,1.1001e-08,0.5105,0.2148,-0.32,5.0785,1.1755,bn150208929,0.064,0.202,-0.128,True,0.0,0.0,True,0.5,2.596995334155416,True,True,True,True
GRB200915144,354.66,34.95,59107.143926471,1.536,1.409,-0.32,9.4676e-08,1.3349e-08,1.0634,0.188,-0.384,2.3135,0.9125,bn200915144,0.64,0.668,-0.064,True,0.16666666666666666,0.15288628472222224,True,0.4166666666666667,0.5789846597291866,True,True,True,True
GRB180818179,179.71,35.86,58348.179132288,4.416,1.319,-0.576,4.0105999999999997e-07,3.2834999999999996e-08,2.5157,0.2435,-0.64,6.3003,1.2128,bn180818179,2.752,0.962,-0.064,True,0.11594202898550723,0.0346303297626549,True,0.6231884057971013,0.2865370135726566,True,True,True,True
GRB200919569,55.55,35.64,59111.568646569,2.56,0.516,-0.832,3.9839e-07,2.7354e-08,2.6464,0.2976,-0.704,4.7983,1.3472,bn200919569,1.024,0.272,-0.256,True,0.22499999999999998,0.04535156249999999,True,0.4,0.13337710869935665,True,True,True,True
GRB141005217,291.093,36.0952,56935.217441756,3.392,0.264,0.0,2.504e-06,2.7008e-08,7.6285,0.3811,1.472,9.8819,1.6967,bn141005217,1.536,0.181,0.448,True,0.1320754716981132,0.010279458882164473,True,0.4528301886792453,0.06394927529679273,True,True,True,True
GRB140610487,199.05,35.91,56818.487057378,0.96,0.716,-0.832,2.638e-07,2.7651e-08,1.6772,0.2054,-0.768,4.7271,0.9775,bn140610487,0.192,0.466,-0.256,True,0.6,0.4475,True,0.2,0.5078188995323257,True,True,True,True
GRB150101270,312.603,36.7332,57023.270066683,0.48,0.959,-0.416,7.614400000000001e-08,1.0699e-08,0.6159,0.1983,-0.512,5.8286,1.1926,bn150101270,0.224,0.101,-0.256,True,0.3333333333333333,0.6659722222222221,True,0.4666666666666667,0.9558098216295209,True,True,True,True
GRB210518889,192.85,36.92,59352.889096235,0.896,0.59,-0.192,4.4438000000000004e-08,1.0106e-08,0.9048,0.1884,-0.32,2.4853,0.8081,bn210518889,0.256,0.547,-0.128,True,0.07142857142857142,0.0470344387755102,True,0.2857142857142857,0.6388232644392661,True,True,True,True
GRB181121401,251.47,37.58,58443.400686286,0.192,0.516,-0.064,3.4288e-07,1.0218000000000001e-08,1.6201,0.167,-0.832,6.0643,0.9032,bn181121401,0.128,0.091,-0.064,True,0.0,0.0,True,0.6666666666666666,1.8532959683171373,True,True,True,True
GRB201104622,225.75,39.42,59157.622466019,0.96,0.547,-0.896,5.2691e-08,1.853e-08,0.9906,0.2297,-0.832,4.492,1.4144,bn201104622,0.832,0.842,-0.832,True,0.06666666666666674,0.037986111111111144,True,0.8666666666666667,1.0065449902128225,True,True,True,True
GRB200514380,238.32,37.22,58983.380290785,1.664,0.607,-0.384,1.7816e-07,1.0679000000000001e-08,2.0824,0.18,-0.64,3.1173,0.8999,bn200514380,0.448,0.286,-0.192,True,0.11538461538461539,0.04209042159763313,True,0.2692307692307693,0.1979555832750981,True,True,True,True
GRB150325696,133.14,37.75,57106.695862213,0.08,0.92,-0.032,8.9347e-08,1.7958e-08,0.965,0.1808,-0.128,6.4082,1.038,bn150325696,0.032,0.045,-0.016,True,0.2,2.3000000000000003,True,0.4,4.634264369886552,True,True,True,True
GRB210424694,186.36,37.78,59328.69445577,5.888,2.589,-2.24,1.1953e-06,3.1903e-08,6.1703,0.2728,-0.384,8.3239,1.1805,bn210424694,1.344,0.345,-0.192,True,0.34782608695652173,0.15294187145557658,True,0.2282608695652174,0.11621954942061428,True,True,True,True
GRB141205337,92.859,37.876,56996.337007995,1.28,0.572,-0.256,1.0653e-06,1.1420999999999999e-07,2.4507,0.2319,-0.32,6.3299,1.5881,bn141205337,0.256,0.572,0.0,True,0.2,0.089375,True,0.2,0.4557248690273551,True,True,True,True
GRB160628136,87.92,38.17,57567.136357498,5.888,2.429,-1.536,7.5133e-07,5.133e-08,2.5118,0.2261,0.768,6.1343,1.292,bn160628136,1.792,1.379,-0.256,True,0.2173913043478261,0.0896812972589792,True,0.30434782608695654,0.2657363715211128,True,True,True,True
GRB201231622,124.62,39.06,59214.622025487,0.256,0.5,-0.064,1.2306e-07,1.5924e-08,1.1802,0.265,-0.768,8.1044,1.3049,bn201231622,0.064,0.143,-0.064,True,0.0,0.0,True,0.25,0.7419201821224605,True,True,True,True
GRB140626843,120.81,38.78,56834.84322046,1.792,1.056,-0.256,9.93e-07,3.7771e-08,7.1223,0.4057,-0.448,10.0634,2.124,bn140626843,0.768,0.362,0.0,True,0.14285714285714285,0.08418367346938775,True,0.42857142857142855,0.3234031928286748,True,True,True,True
GRB190531568,274.17,38.86,58634.568099793,0.32,0.943,-0.08,4.1299e-08,7.909199999999999e-09,0.4652,0.2693,-0.192,3.6159,1.3579,bn190531568,0.048,0.086,-0.064,True,0.05,0.14734375,True,0.15,0.5173182661346518,True,True,True,True
GRB161227498,79.5,39.15,57749.498127478,2.56,1.68,-0.448,1.0215999999999999e-06,2.5799e-08,5.0807,0.2445,-0.128,7.3427,1.1327,bn161227498,0.704,0.231,0.064,True,0.2,0.13125,True,0.27499999999999997,0.20177019640720756,True,True,True,True
GRB180715087,331.19,39.17,58314.086973099,5.12,3.083,-1.024,3.682e-07,3.6939e-08,2.1067,0.221,-0.768,3.053,0.9598,bn180715087,1.792,1.145,-0.512,True,0.1,0.060214843750000004,True,0.35,0.30729142612943555,True,True,True,True
GRB161121186,130.39,39.73,57713.185848375,0.128,0.64,-0.128,2.5271000000000002e-08,1.2519000000000001e-08,0.7619,0.177,-0.192,2.7172,0.8773,bn161121186,0.064,0.487,-0.128,True,0.0,0.0,True,0.5,4.552542912774821,True,True,True,True
GRB170723882,212.58,39.83,57957.882155696,5.376,3.727,-4.096,5.537099999999999e-07,4.5491e-08,1.4463,0.1993,-0.896,4.031,0.9633,bn170723882,1.792,0.724,-2.048,True,0.38095238095238093,0.2641014739229025,True,0.3333333333333333,0.26746727470493686,True,True,True,True
GRB151022577,110.37,40.23,57317.577107513,0.32,0.648,-0.16,2.7708e-07,2.0922e-08,2.1587,0.2433,-0.32,10.8668,1.5233,bn151022577,0.064,0.072,-0.032,True,0.4,0.81,True,0.2,0.46330335634441505,True,True,True,True
GRB200313456,202.17,40.5,58921.456390395,5.184,4.362,-0.256,8.5225e-07,3.8452999999999994e-08,5.9462,0.3069,-0.256,8.8856,1.3986,bn200313456,0.832,0.389,0.0,True,0.04938271604938271,0.04155235482395976,True,0.16049382716049382,0.15449265976837429,True,True,True,True
GRB161026373,67.7,41.85,57687.373105102,0.112,0.21,-0.032,1.4382e-07,1.599e-08,0.9931,0.1936,-0.896,5.8574,1.0767,bn161026373,0.048,0.051,-0.016,True,0.14285714285714285,0.26785714285714285,True,0.42857142857142855,0.9236217669410713,True,True,True,True
GRB220104167,197.84,42.07,59583.167391247,2.624,0.779,-0.128,2.7289e-07,1.8242e-08,2.0567,0.22,-0.192,4.0002,0.9752,bn220104167,1.152,0.32,0.128,True,0.0975609756097561,0.02896341463414634,True,0.4390243902439024,0.1784920377291901,True,True,True,True
GRB190505051,335.39,42.18,58608.05149687,0.032,0.025,-0.016,1.9762e-07,7.916e-09,1.0702,0.1619,-0.832,8.408,1.1311,bn190505051,0.016,0.011,-0.016,True,0.0,0.0,True,0.5,0.5203383064170848,True,True,True,True
GRB171025213,232.66,42.35,58051.213126691,6.4,3.482,-2.304,3.1286e-07,2.6294e-08,1.9651,0.233,-0.832,4.1623,1.0065,bn171025213,2.56,0.923,-1.536,True,0.11999999999999997,0.06528749999999997,True,0.39999999999999997,0.26107410533517583,True,True,True,True
GRB171007498,135.544,42.849,58033.49837852,3.456,0.345,-1.408,3.0318e-07,1.8513000000000002e-08,1.4985,0.1895,-1.024,2.3505,0.7373,bn171007498,0.96,0.286,-0.832,True,0.16666666666666666,0.01663773148148148,True,0.2777777777777778,0.08727689731696316,True,True,True,True
GRB141111435,51.22,43.02,56972.435411928,1.728,1.296,-1.216,1.9972e-07,3.4354e-08,1.2215,0.1567,-0.256,2.6736,0.6428,bn141111435,0.512,0.345,-0.192,True,0.5925925925925926,0.4444444444444445,True,0.2962962962962963,0.29873725533278467,True,True,True,True
GRB210510806,192.33,44.86,59344.805565166,1.344,0.792,-0.192,2.3152e-07,1.4045000000000001e-08,1.4353,0.1898,-0.448,4.7447,0.8862,bn210510806,0.384,0.143,-0.128,True,0.047619047619047616,0.02806122448979592,True,0.2857142857142857,0.19916894884315148,True,True,True,True
GRB140831374,4.29,44.01,56900.374389086,3.584,2.573,-0.256,1.0912e-06,3.1438999999999995e-08,3.7691,0.2742,-0.064,6.0762,1.3983,bn140831374,0.768,0.362,0.0,True,0.07142857142857142,0.051279496173469385,True,0.21428571428571427,0.18403310125053013,True,True,True,True
GRB160609690,24.35,44.95,57548.689775881,1.6,1.145,-0.32,5.1506e-08,1.5773e-08,0.8639,0.2127,-0.576,2.6054,0.9448,bn160609690,0.448,0.547,-0.256,True,0.04,0.028624999999999994,True,0.27999999999999997,0.39626841439862454,True,True,True,True
GRB180730018,98.03,44.54,58329.017828046,0.256,0.707,-0.256,1.2283e-07,2.4928e-08,1.5825,0.2577,-0.64,9.451,1.8408,bn180730018,0.064,0.091,-0.064,True,0.75,2.0712890625,True,0.25,0.7765637035091907,True,True,True,True
GRB190913155,253.34,44.97,58739.154969121,0.128,1.235,-0.096,6.5685e-08,9.4465e-09,1.2448,0.197,-0.896,9.9142,1.3349,bn190913155,0.032,0.045,-0.064,True,0.25,2.4121093750000004,True,0.25,2.4375946809035214,True,True,True,True
GRB180523782,168.38,49.45,58261.782269756,1.984,1.35,-0.064,2.5738e-07,2.2569000000000002e-08,1.6728,0.2062,-0.128,4.5709,0.8723,bn180523782,0.768,0.487,0.0,True,0.03225806451612903,0.02194979188345474,True,0.3870967741935484,0.3600426046251816,True,True,True,True
GRB210413991,186.07,49.6,59317.990884847,2.048,0.951,-1.152,4.1842999999999997e-07,2.8348e-08,3.0761,0.2846,-0.576,5.7328,1.309,bn210413991,0.96,0.362,-0.576,True,0.28125,0.1305999755859375,True,0.46875,0.28039629873414146,True,True,True,True
